ts_micro,frame,btn,speed
1562544060453,366,107,50
1562544060653,367,107,50
1562544060853,368,107,50
1562544061053,369,107,50
1562544061253,370,107,50
1562544061453,371,107,50
1562544061653,372,107,50
1562544061853,373,107,50
1562544062053,374,107,50
1562544062253,375,107,50
1562544062453,376,107,50
1562544062653,377,107,50
1562544062853,378,107,50
1562544063053,379,107,50
1562544063253,380,107,50
1562544063453,381,107,50
1562544063653,382,107,50
1562544063853,383,107,50
1562544064053,384,107,50
1562544064253,385,107,50
1562544064453,386,107,50
1562544064653,387,107,50
1562544064854,388,107,50
1562544065053,389,107,50
1562544065253,390,107,50
1562544065453,391,107,50
1562544065653,392,107,50
1562544065853,393,107,50
1562544066054,394,107,50
1562544066254,395,107,50
1562544066453,396,107,50
1562544066653,397,107,50
1562544066853,398,107,50
1562544067053,399,107,50
1562544067254,400,107,50
1562544067453,401,107,50
1562544067654,402,107,50
1562544067854,403,107,50
1562544068053,404,107,50
1562544068253,405,107,50
1562544068453,406,107,50
1562544068653,407,107,50
1562544068853,408,107,50
1562544069054,409,107,50
1562544069253,410,107,50
1562544069453,411,107,50
1562544069653,412,107,50
1562544069853,413,107,50
1562544070053,414,107,50
1562544070253,415,107,50
1562544070453,416,107,50
1562544070653,417,107,50
1562544070853,418,107,50
1562544071053,419,107,50
1562544071253,420,107,50
1562544071453,421,107,50
1562544071653,422,107,50
1562544071853,423,107,50
1562544072053,424,107,50
1562544072253,425,107,50
1562544072453,426,107,50
1562544072653,427,107,50
1562544072853,428,107,50
1562544073053,429,107,50
1562544073253,430,107,50
1562544073453,431,107,50
1562544073653,432,107,50
1562544073853,433,107,50
1562544074053,434,107,50
1562544074253,435,107,50
1562544074453,436,107,50
1562544074653,437,107,50
1562544074853,438,107,50
1562544075053,439,107,50
1562544075253,440,107,50
1562544075453,441,107,50
1562544075653,442,107,50
1562544075853,443,107,50
1562544076053,444,107,50
1562544076253,445,107,50
1562544076453,446,107,50
1562544076653,447,107,50
1562544076853,448,107,50
1562544077053,449,107,50
1562544077253,450,107,50
1562544077453,451,107,50
1562544077653,452,107,50
1562544077853,453,107,50
1562544078053,454,107,50
1562544078253,455,107,50
1562544078453,456,107,50
1562544078653,457,107,50
1562544078853,458,107,50
1562544079053,459,107,50
1562544079253,460,107,50
1562544079453,461,107,50
1562544079653,462,107,50
1562544079853,463,107,50
1562544080053,464,107,50
1562544080253,465,107,50
1562544080453,466,107,50
1562544080653,467,107,50
1562544080853,468,107,50
1562544081053,469,107,50
1562544081254,470,107,50
1562544081453,471,107,50
1562544081653,472,107,50
1562544081853,473,107,50
1562544082053,474,107,50
1562544082253,475,107,50
1562544082453,476,107,50
1562544082653,477,107,50
1562544082853,478,107,50
1562544083053,479,107,50
1562544083253,480,107,50
1562544083454,481,107,50
1562544083653,482,107,50
1562544083853,483,107,50
1562544084053,484,107,50
1562544084253,485,107,50
1562544084453,486,107,50
1562544084653,487,107,50
1562544084853,488,107,50
1562544085053,489,107,50
1562544085253,490,107,50
1562544085453,491,107,50
1562544085653,492,107,50
1562544085853,493,107,50
1562544086053,494,107,50
1562544086253,495,107,50
1562544086453,496,107,50
1562544086653,497,107,50
1562544086853,498,107,50
1562544087053,499,107,50
1562544087253,500,107,50
1562544087453,501,107,50
1562544087653,502,107,50
1562544087853,503,107,50
1562544088053,504,107,50
1562544088253,505,107,50
1562544088454,506,107,50
1562544088653,507,107,50
1562544088853,508,107,50
1562544089053,509,107,50
1562544089253,510,107,50
1562544089453,511,107,50
1562544089653,512,107,50
1562544089853,513,107,50
1562544090053,514,107,50
1562544090253,515,107,50
1562544090453,516,107,50
1562544090653,517,107,50
1562544090853,518,107,50
1562544091053,519,107,50
1562544091253,520,107,50
1562544091453,521,107,50
1562544091653,522,107,50
1562544091853,523,107,50
1562544092053,524,107,50
1562544092253,525,107,50
1562544092453,526,107,50
1562544092653,527,107,50
1562544092853,528,107,50
1562544093053,529,107,50
1562544093253,530,107,50
1562544093453,531,107,50
1562544093653,532,107,50
1562544093853,533,107,50
1562544094053,534,107,50
1562544094253,535,107,50
1562544094453,536,107,50
1562544094653,537,107,50
1562544094853,538,107,50
1562544095053,539,107,50
1562544095253,540,107,50
1562544095453,541,107,50
1562544095653,542,107,50
1562544095853,543,107,50
1562544096053,544,107,50
1562544096253,545,107,50
1562544096453,546,107,50
1562544096653,547,107,50
1562544096853,548,107,50
1562544097053,549,107,50
1562544097253,550,107,50
1562544097453,551,107,50
1562544097653,552,107,50
1562544097853,553,107,50
1562544098053,554,107,50
1562544098253,555,107,50
1562544098453,556,107,50
1562544098653,557,107,50
1562544098853,558,107,50
1562544099053,559,107,50
1562544099253,560,107,50
1562544099453,561,107,50
1562544099653,562,107,50
1562544099853,563,107,50
1562544100053,564,107,50
1562544100253,565,107,50
1562544100453,566,107,50
1562544100653,567,107,50
1562544100853,568,107,50
1562544101053,569,107,50
1562544101253,570,107,50
1562544101453,571,107,50
1562544101653,572,107,50
1562544101853,573,107,50
1562544102053,574,107,50
1562544102253,575,107,50
1562544102453,576,107,50
1562544102653,577,107,50
1562544102853,578,107,50
1562544103053,579,107,50
1562544103253,580,107,50
1562544103453,581,107,50
1562544103653,582,107,50
1562544103853,583,107,50
1562544104053,584,107,50
1562544104253,585,107,50
1562544104453,586,107,50
1562544104653,587,107,50
1562544104853,588,107,50
1562544105053,589,107,50
1562544105253,590,107,50
1562544105453,591,107,50
1562544105653,592,107,50
1562544105853,593,107,50
1562544106053,594,107,50
1562544106253,595,107,50
1562544106453,596,107,50
1562544106653,597,107,50
1562544106853,598,107,50
1562544107053,599,107,50
1562544107253,600,107,50
1562544107453,601,107,50
1562544107653,602,107,50
1562544107853,603,107,50
1562544108053,604,107,50
1562544108253,605,107,50
1562544108453,606,107,50
1562544108653,607,107,50
1562544108853,608,107,50
1562544109053,609,107,50
1562544109253,610,107,50
1562544109453,611,107,50
1562544109653,612,107,50
1562544109853,613,107,50
1562544110053,614,107,50
1562544110253,615,107,50
1562544110453,616,107,50
1562544110653,617,107,50
1562544110853,618,107,50
1562544111053,619,107,50
1562544111253,620,107,50
1562544111453,621,107,50
1562544111653,622,107,50
1562544111853,623,107,50
1562544112053,624,107,50
1562544112253,625,107,50
1562544112453,626,107,50
1562544112653,627,107,50
1562544112853,628,107,50
1562544113053,629,107,50
1562544113253,630,107,50
1562544113453,631,107,50
1562544113653,632,107,50
1562544113853,633,107,50
1562544114053,634,107,50
1562544114253,635,107,50
1562544114453,636,107,50
1562544114653,637,107,50
1562544114853,638,107,50
1562544115053,639,107,50
1562544115253,640,107,50
1562544115453,641,107,50
1562544115653,642,107,50
1562544115853,643,107,50
1562544116053,644,107,50
1562544116253,645,107,50
1562544116453,646,107,50
1562544116653,647,107,50
1562544116853,648,107,50
1562544117053,649,107,50
1562544117253,650,107,50
1562544117453,651,107,50
1562544117653,652,107,50
1562544117853,653,107,50
1562544118053,654,107,50
1562544118253,655,107,50
1562544118453,656,107,50
1562544118653,657,107,50
1562544118853,658,107,50
1562544119053,659,107,50
1562544119253,660,107,50
1562544119453,661,107,50
1562544119653,662,107,50
1562544119853,663,107,50
1562544120053,664,107,50
1562544120253,665,107,50
1562544120453,666,107,50
1562544120653,667,107,50
1562544120853,668,107,50
1562544121053,669,107,50
1562544121253,670,107,50
1562544121453,671,107,50
1562544121653,672,107,50
1562544121853,673,107,50
1562544122053,674,107,50
1562544122253,675,107,50
1562544122453,676,107,50
1562544122653,677,107,50
1562544122853,678,107,50
1562544123053,679,107,50
1562544123253,680,107,50
1562544123453,681,107,50
1562544123653,682,107,50
1562544123853,683,107,50
1562544124053,684,107,50
1562544124253,685,107,50
1562544124453,686,107,50
1562544124653,687,107,50
1562544124853,688,107,50
1562544125053,689,107,50
1562544125253,690,107,50
1562544125453,691,107,50
1562544125653,692,107,50
1562544125853,693,107,50
1562544126053,694,107,50
1562544126253,695,107,50
1562544126453,696,107,50
1562544126653,697,107,50
1562544126853,698,107,50
1562544127053,699,107,50
1562544127253,700,107,50
1562544127453,701,107,50
1562544127653,702,107,50
1562544127853,703,107,50
1562544128053,704,107,50
1562544128253,705,107,50
1562544128453,706,107,50
1562544128653,707,107,50
1562544128853,708,107,50
1562544129053,709,107,50
1562544129253,710,107,50
1562544129453,711,107,50
1562544129653,712,107,50
1562544129853,713,107,50
1562544130053,714,107,50
1562544130253,715,107,50
1562544130453,716,107,50
1562544130653,717,107,50
1562544130853,718,107,50
1562544131053,719,107,50
1562544131253,720,107,50
1562544131453,721,107,50
1562544131653,722,107,50
1562544131853,723,107,50
1562544132053,724,107,50
1562544132253,725,107,50
1562544132453,726,107,50
1562544132653,727,107,50
1562544132853,728,107,50
1562544133053,729,107,50
1562544133253,730,107,50
1562544133453,731,107,50
1562544133653,732,107,50
1562544133853,733,107,50
1562544134053,734,107,50
1562544134253,735,107,50
1562544134453,736,107,50
1562544134653,737,107,50
1562544134853,738,107,50
1562544135053,739,107,50
1562544135253,740,107,50
1562544135453,741,107,50
1562544135653,742,107,50
1562544135853,743,107,50
1562544136053,744,107,50
1562544136253,745,107,50
1562544136453,746,107,50
1562544136653,747,107,50
1562544136853,748,107,50
1562544137053,749,107,50
1562544137253,750,107,50
1562544137453,751,107,50
1562544137653,752,107,50
1562544137853,753,107,50
1562544138053,754,107,50
1562544138253,755,107,50
1562544138453,756,107,50
1562544138653,757,107,50
1562544138853,758,107,50
1562544139053,759,107,50
1562544139253,760,107,50
1562544139453,761,107,50
1562544139653,762,107,50
1562544139853,763,107,50
1562544140053,764,107,50
1562544140253,765,107,50
1562544140453,766,107,50
1562544140653,767,107,50
1562544140853,768,107,50
1562544141053,769,107,50
1562544141253,770,107,50
1562544141453,771,107,50
1562544141653,772,107,50
1562544141853,773,107,50
1562544142053,774,107,50
1562544142253,775,107,50
1562544142453,776,107,50
1562544142653,777,107,50
1562544142853,778,107,50
1562544143053,779,107,50
1562544143253,780,107,50
1562544143453,781,107,50
1562544143653,782,107,50
1562544143854,783,107,50
1562544144053,784,107,50
1562544144254,785,107,50
1562544144453,786,107,50
1562544144654,787,107,50
1562544144853,788,107,50
1562544145057,789,107,50
1562544145253,790,107,50
1562544145453,791,107,50
1562544145653,792,107,50
1562544145853,793,107,50
1562544146053,794,107,50
1562544146253,795,107,50
1562544146453,796,107,50
1562544146653,797,107,50
1562544146853,798,107,50
1562544147053,799,107,50
1562544147253,800,107,50
1562544147453,801,107,50
1562544147653,802,107,50
1562544147853,803,107,50
1562544148053,804,107,50
1562544148253,805,107,50
1562544148453,806,107,50
1562544148653,807,107,50
1562544148853,808,107,50
1562544149053,809,107,50
1562544149253,810,107,50
1562544149453,811,107,50
1562544149653,812,107,50
1562544149853,813,107,50
1562544150053,814,107,50
1562544150253,815,107,50
1562544150453,816,107,50
1562544150653,817,107,50
1562544150853,818,107,50
1562544151053,819,107,50
1562544151253,820,107,50
1562544151453,821,107,50
1562544151653,822,107,50
1562544151853,823,107,50
1562544152053,824,107,50
1562544152253,825,107,50
1562544152453,826,107,50
1562544152653,827,107,50
1562544152853,828,107,50
1562544153053,829,107,50
1562544153253,830,107,50
1562544153453,831,107,50
1562544153653,832,107,50
1562544153853,833,107,50
1562544154053,834,107,50
1562544154253,835,107,50
1562544154453,836,107,50
1562544154653,837,107,50
1562544154853,838,107,50
1562544155053,839,107,50
1562544155253,840,107,50
1562544155453,841,107,50
1562544155653,842,107,50
1562544155853,843,107,50
1562544156053,844,107,50
1562544156253,845,107,50
1562544156453,846,107,50
1562544156653,847,107,50
1562544156853,848,107,50
1562544157053,849,107,50
1562544157253,850,107,50
1562544157453,851,107,50
1562544157653,852,107,50
1562544157853,853,107,50
1562544158053,854,107,50
1562544158253,855,107,50
1562544158453,856,107,50
1562544158653,857,107,50
1562544158853,858,107,50
1562544159053,859,107,50
1562544159253,860,107,50
1562544159453,861,107,50
1562544159653,862,107,50
1562544159853,863,107,50
1562544160053,864,107,50
1562544160253,865,107,50
1562544160453,866,107,50
1562544160653,867,107,50
1562544160853,868,107,50
1562544161053,869,107,50
1562544161253,870,107,50
1562544161453,871,107,50
1562544161653,872,107,50
1562544161853,873,107,50
1562544162053,874,107,50
1562544162253,875,107,50
1562544162453,876,107,50
1562544162653,877,107,50
1562544162853,878,107,50
1562544163053,879,107,50
1562544163253,880,107,50
1562544163453,881,107,50
1562544163653,882,107,50
1562544163853,883,107,50
1562544164053,884,107,50
1562544164253,885,107,50
1562544164453,886,107,50
1562544164653,887,107,50
1562544164853,888,107,50
1562544165053,889,107,50
1562544165253,890,107,50
1562544165453,891,107,50
1562544165653,892,107,50
1562544165853,893,107,50
1562544166053,894,107,50
1562544166253,895,107,50
1562544166453,896,107,50
1562544166653,897,107,50
1562544166853,898,107,50
1562544167053,899,107,50
1562544167253,900,107,50
1562544167453,901,107,50
1562544167653,902,107,50
1562544167853,903,107,50
1562544168053,904,107,50
1562544168253,905,107,50
1562544168453,906,107,50
1562544168653,907,107,50
1562544168853,908,107,50
1562544169053,909,107,50
1562544169253,910,107,50
1562544169453,911,107,50
1562544169653,912,107,50
1562544169853,913,107,50
1562544170053,914,107,50
1562544170253,915,107,50
1562544170453,916,107,50
1562544170653,917,107,50
1562544170853,918,107,50
1562544171053,919,107,50
1562544171253,920,107,50
1562544171453,921,107,50
1562544171653,922,107,50
1562544171853,923,107,50
1562544172053,924,107,50
1562544172253,925,107,50
1562544172453,926,107,50
1562544172653,927,107,50
1562544172853,928,107,50
1562544173053,929,107,50
1562544173253,930,107,50
1562544173453,931,107,50
1562544173653,932,107,50
1562544173853,933,107,50
1562544174054,934,107,50
1562544174253,935,107,50
1562544174453,936,107,50
1562544174653,937,107,50
1562544174853,938,107,50
1562544175053,939,107,50
1562544175253,940,107,50
1562544175453,941,107,50
1562544175653,942,107,50
1562544175853,943,107,50
1562544176053,944,107,50
1562544176253,945,107,50
1562544176453,946,107,50
1562544176653,947,107,50
1562544176853,948,107,50
1562544177053,949,107,50
1562544177253,950,107,50
1562544177453,951,107,50
1562544177653,952,107,50
1562544177853,953,107,50
1562544178053,954,107,50
1562544178253,955,107,50
1562544178453,956,107,50
1562544178653,957,107,50
1562544178853,958,107,50
1562544179053,959,107,50
1562544179253,960,107,50
1562544179453,961,107,50
1562544179653,962,107,50
1562544179853,963,107,50
1562544180053,964,107,50
1562544180253,965,107,50
1562544180453,966,107,50
1562544180653,967,107,50
1562544180853,968,107,50
1562544181053,969,107,50
1562544181253,970,107,50
1562544181453,971,107,50
1562544181653,972,107,50
1562544181853,973,107,50
1562544182053,974,107,50
1562544182253,975,107,50
1562544182453,976,107,50
1562544182653,977,107,50
1562544182853,978,107,50
1562544183053,979,107,50
1562544183253,980,107,50
1562544183453,981,107,50
1562544183653,982,107,50
1562544183853,983,107,50
1562544184053,984,107,50
1562544184253,985,107,50
1562544184453,986,107,50
1562544184653,987,107,50
1562544184853,988,107,50
1562544185053,989,107,50
1562544185253,990,107,50
1562544185453,991,107,50
1562544185653,992,107,50
1562544185853,993,107,50
1562544186053,994,107,50
1562544186253,995,107,50
1562544186453,996,107,50
1562544186653,997,107,50
1562544186853,998,107,50
1562544187053,999,107,50
1562544187253,1000,107,50
