ts_micro,frame,wheel
1562625790535,190,131
1562625790566,191,125
1562625790612,192,126
1562625790646,193,128
1562625790691,194,127
1562625790726,195,128
1562625790759,196,127
1562625790807,197,124
1562625790843,198,124
1562625790900,199,124
1562625790933,200,124
1562625790966,201,126
1562625790999,202,126
1562625791031,203,131
1562625791077,204,139
1562625791111,205,139
1562625791155,206,144
1562625791191,207,150
1562625791240,208,152
1562625791271,209,152
1562625791303,210,153
1562625791349,211,158
1562625791391,212,161
1562625791434,213,166
1562625791463,214,169
1562625791510,215,174
1562625791544,216,176
1562625791591,217,182
1562625791618,218,188
1562625791676,219,191
1562625791743,220,188
1562625791773,221,186
1562625791792,222,188
1562625791817,223,193
1562625791862,224,193
1562625791893,225,191
1562625791928,226,185
1562625791978,227,171
1562625792011,228,166
1562625792055,229,180
1562625792083,230,187
1562625792135,231,186
1562625792165,232,197
1562625792199,233,198
1562625792250,234,196
1562625792284,235,196
1562625792325,236,186
1562625792358,237,171
1562625792410,238,165
1562625792440,239,156
1562625792470,240,139
1562625792527,241,134
1562625792563,242,134
1562625792597,243,136
1562625792629,244,139
1562625792682,245,147
1562625792714,246,151
1562625792757,247,151
1562625792791,248,153
1562625792824,249,153
1562625792872,250,153
1562625792902,251,156
1562625792950,252,158
1562625792989,253,162
1562625793044,254,159
1562625793065,255,158
1562625793090,256,154
1562625793145,257,155
1562625793179,258,159
1562625793227,259,163
1562625793257,260,158
1562625793318,261,158
1562625793358,262,156
1562625793385,263,155
1562625793418,264,153
1562625793451,265,151
1562625793499,266,155
1562625793531,267,155
1562625793575,268,153
1562625793607,269,151
1562625793641,270,154
1562625793686,271,154
1562625793723,272,153
1562625793767,273,152
1562625793798,274,150
1562625793850,275,148
1562625793882,276,150
1562625793912,277,152
1562625793963,278,151
1562625793993,279,152
1562625794036,280,152
1562625794073,281,153
1562625794139,282,158
1562625794187,283,163
1562625794202,284,165
1562625794226,285,161
1562625794266,286,162
1562625794312,287,159
1562625794346,288,159
1562625794391,289,158
1562625794422,290,156
1562625794473,291,155
1562625794500,292,156
1562625794535,293,156
1562625794590,294,155
1562625794622,295,156
1562625794666,296,162
1562625794697,297,165
1562625794744,298,166
1562625794777,299,166
1562625794808,300,165
1562625794855,301,161
1562625794890,302,159
1562625794954,303,158
1562625794986,304,155
1562625795021,305,152
1562625795053,306,147
1562625795086,307,144
1562625795128,308,145
1562625795161,309,147
1562625795210,310,147
1562625795239,311,147
1562625795287,312,148
1562625795325,313,148
1562625795354,314,150
1562625795400,315,148
1562625795432,316,145
1562625795479,317,145
1562625795509,318,147
1562625795560,319,147
1562625795594,320,145
1562625795644,321,147
1562625795681,322,147
1562625795726,323,149
1562625795776,324,147
1562625795808,325,145
1562625795834,326,141
1562625795868,327,134
1562625795915,328,132
1562625795949,329,133
1562625795977,330,134
1562625796025,331,136
1562625796065,332,134
1562625796108,333,134
1562625796139,334,136
1562625796190,335,136
1562625796220,336,139
1562625796256,337,139
1562625796320,338,142
1562625796338,339,144
1562625796382,340,144
1562625796411,341,143
1562625796458,342,145
1562625796493,343,147
1562625796578,344,147
1562625796613,345,150
1562625796632,346,152
1562625796654,347,152
1562625796683,348,150
1562625796730,349,148
1562625796762,350,148
1562625796810,351,153
1562625796844,352,160
1562625796877,353,159
1562625796923,354,158
1562625796956,355,160
1562625797002,356,158
1562625797034,357,156
1562625797081,358,154
1562625797114,359,157
1562625797147,360,157
1562625797196,361,159
1562625797225,362,161
1562625797274,363,167
1562625797309,364,172
1562625797365,365,177
1562625797410,366,177
1562625797426,367,177
1562625797471,368,177
1562625797498,369,179
1562625797545,370,182
1562625797579,371,192
1562625797625,372,197
1562625797659,373,193
1562625797691,374,191
1562625797742,375,187
1562625797769,376,186
1562625797816,377,188
1562625797861,378,193
1562625797904,379,196
1562625797934,380,194
1562625797962,381,190
1562625798014,382,187
1562625798045,383,183
1562625798085,384,185
1562625798130,385,186
1562625798183,386,179
1562625798216,387,175
1562625798255,388,172
1562625798285,389,163
1562625798320,390,158
1562625798363,391,155
1562625798395,392,150
1562625798447,393,147
1562625798479,394,145
1562625798520,395,142
1562625798552,396,139
1562625798584,397,139
1562625798634,398,141
1562625798668,399,139
1562625798714,400,131
1562625798742,401,125
1562625798793,402,116
1562625798826,403,106
1562625798857,404,89
1562625798907,405,80
1562625798949,406,68
1562625799000,407,64
1562625799033,408,79
1562625799066,409,105
1562625799098,410,123
1562625799131,411,126
1562625799178,412,133
1562625799207,413,144
1562625799256,414,167
1562625799289,415,191
1562625799339,416,200
1562625799483,417,200
1562625799497,418,201
1562625799506,419,202
1562625799521,420,202
1562625799530,421,202
1562625799559,422,203
1562625799611,423,203
1562625799643,424,203
1562625799687,425,193
1562625799722,426,163
1562625799767,427,140
1562625799818,428,142
1562625799844,429,145
1562625799882,430,153
1562625799924,431,155
1562625799963,432,142
1562625799996,433,129
1562625800027,434,125
1562625800081,435,124
1562625800113,436,124
1562625800151,437,128
1562625800185,438,138
1562625800218,439,155
1562625800267,440,174
1562625800300,441,190
1562625800348,442,201
1562625800382,443,201
1562625800426,444,201
1562625800458,445,201
1562625800508,446,201
1562625800551,447,197
1562625800611,448,193
1562625800648,449,166
1562625800671,450,125
1562625800694,451,125
1562625800731,452,125
1562625800779,453,125
1562625800813,454,124
1562625800846,455,124
1562625800890,456,126
1562625800922,457,133
1562625800974,458,133
1562625801008,459,125
1562625801056,460,128
1562625801081,461,144
1562625801129,462,166
1562625801162,463,180
1562625801194,464,186
1562625801245,465,198
1562625801280,466,196
1562625801322,467,196
1562625801362,468,180
1562625801425,469,116
1562625801453,470,124
1562625801468,471,124
1562625801511,472,124
1562625801548,473,124
1562625801595,474,124
1562625801629,475,125
1562625801681,476,125
1562625801712,477,125
1562625801754,478,128
1562625801791,479,141
1562625801821,480,159
1562625801869,481,183
1562625801899,482,200
1562625801950,483,201
1562625801984,484,202
1562625802024,485,203
1562625802059,486,200
1562625802091,487,197
1562625802141,488,198
1562625802188,489,197
1562625802234,490,183
1562625802264,491,131
1562625802299,492,126
1562625802332,493,124
1562625802364,494,124
1562625802417,495,124
1562625802445,496,125
1562625802488,497,140
1562625802524,498,161
1562625802571,499,180
1562625802603,500,199
1562625802631,501,202
1562625802684,502,203
1562625802716,503,202
1562625802769,504,202
1562625802800,505,203
1562625802846,506,201
1562625802879,507,196
1562625802913,508,140
1562625802956,509,124
1562625803009,510,124
1562625803054,511,124
1562625803080,512,124
1562625803121,513,124
1562625803152,514,124
1562625803185,515,125
1562625803232,516,125
1562625803264,517,125
1562625803308,518,127
1562625803342,519,125
1562625803390,520,131
1562625803420,521,136
1562625803457,522,144
1562625803509,523,151
1562625803533,524,156
1562625803579,525,168
1562625803614,526,176
1562625803665,527,181
1562625803702,528,188
1562625803746,529,196
1562625803779,530,196
1562625803831,531,194
1562625803868,532,196
1562625803892,533,197
1562625803938,534,194
1562625803972,535,185
1562625804013,536,144
1562625804045,537,118
1562625804076,538,122
1562625804130,539,124
1562625804159,540,124
1562625804208,541,125
1562625804243,542,131
1562625804286,543,161
1562625804318,544,197
1562625804477,545,203
1562625804492,546,203
1562625804508,547,202
1562625804523,548,203
1562625804532,549,201
1562625804552,550,200
1562625804595,551,200
1562625804650,552,201
1562625804681,553,188
1562625804702,554,105
1562625804747,555,117
1562625804783,556,131
1562625804830,557,123
1562625804863,558,125
1562625804911,559,123
1562625804945,560,124
1562625804979,561,124
1562625805019,562,125
1562625805052,563,124
1562625805101,564,126
1562625805133,565,130
1562625805184,566,139
1562625805216,567,149
1562625805248,568,161
1562625805292,569,172
1562625805327,570,187
1562625805377,571,194
1562625805429,572,195
1562625805474,573,194
1562625805511,574,193
1562625805527,575,195
1562625805562,576,197
1562625805599,577,200
1562625805645,578,191
1562625805679,579,89
1562625805724,580,108
1562625805753,581,113
1562625805789,582,125
1562625805839,583,125
1562625805872,584,124
1562625805916,585,124
1562625805952,586,124
1562625805997,587,125
1562625806030,588,134
1562625806079,589,147
1562625806111,590,162
1562625806144,591,178
1562625806189,592,194
1562625806230,593,203
1562625806285,594,201
1562625806315,595,201
1562625806353,596,201
1562625806387,597,197
1562625806423,598,185
1562625806461,599,164
1562625806493,600,140
1562625806546,601,140
1562625806576,602,141
1562625806626,603,139
1562625806656,604,145
1562625806687,605,155
1562625806732,606,174
1562625806764,607,191
1562625806814,608,199
1562625806848,609,198
1562625806892,610,166
1562625806923,611,129
1562625806957,612,124
1562625807006,613,124
1562625807049,614,124
1562625807098,615,125
1562625807119,616,124
1562625807161,617,124
1562625807197,618,124
1562625807247,619,125
1562625807279,620,125
1562625807312,621,125
1562625807361,622,125
1562625807391,623,126
1562625807438,624,137
1562625807471,625,152
1562625807518,626,172
1562625807550,627,185
1562625807587,628,188
1562625807625,629,188
1562625807662,630,188
1562625807711,631,190
1562625807742,632,191
1562625807789,633,191
1562625807832,634,196
1562625807867,635,177
1562625807917,636,126
1562625807938,637,131
1562625807986,638,116
1562625808020,639,122
1562625808063,640,125
1562625808096,641,124
1562625808142,642,124
1562625808174,643,129
1562625808209,644,152
1562625808255,645,188
1562625808287,646,202
1562625808337,647,202
1562625808367,648,203
1562625808412,649,202
1562625808448,650,202
1562625808480,651,203
1562625808531,652,203
1562625808556,653,201
1562625808606,654,201
1562625808656,655,200
1562625808707,656,201
1562625808731,657,201
1562625808752,658,200
1562625808798,659,176
1562625808830,660,116
1562625808881,661,122
1562625808912,662,123
1562625808957,663,124
1562625808993,664,123
1562625809023,665,125
1562625809072,666,124
1562625809105,667,124
1562625809154,668,124
1562625809184,669,126
1562625809231,670,136
1562625809265,671,156
1562625809298,672,176
1562625809344,673,186
1562625809497,674,200
1562625809530,675,201
1562625809558,676,200
1562625809579,677,200
1562625809607,678,194
1562625809630,679,139
1562625809645,680,117
1562625809657,681,125
1562625809690,682,123
1562625809728,683,124
1562625809774,684,124
1562625809806,685,125
1562625809839,686,125
1562625809888,687,124
1562625809920,688,124
1562625809962,689,124
1562625810000,690,124
1562625810048,691,124
1562625810081,692,124
1562625810112,693,124
1562625810161,694,124
1562625810192,695,124
1562625810238,696,124
1562625810272,697,123
1562625810320,698,125
1562625810366,699,125
1562625810411,700,125
1562625810440,701,125
1562625810461,702,127
1562625810510,703,138
1562625810547,704,153
1562625810592,705,165
1562625810624,706,179
1562625810670,707,196
1562625810704,708,199
1562625810737,709,201
1562625810778,710,194
1562625810817,711,171
1562625810864,712,141
1562625810894,713,127
1562625810942,714,120
1562625810976,715,121
1562625811008,716,125
1562625811056,717,124
1562625811087,718,136
1562625811136,719,171
1562625811180,720,201
1562625811227,721,203
1562625811253,722,203
1562625811298,723,203
1562625811328,724,202
1562625811358,725,202
1562625811408,726,203
1562625811440,727,201
1562625811486,728,176
1562625811519,729,118
1562625811572,730,125
1562625811601,731,124
1562625811631,732,124
1562625811683,733,124
1562625811715,734,124
1562625811762,735,124
1562625811797,736,129
1562625811836,737,156
1562625811871,738,176
1562625811903,739,196
1562625811970,740,201
1562625812003,741,200
1562625812047,742,201
1562625812065,743,198
1562625812110,744,99
1562625812143,745,110
1562625812192,746,108
1562625812226,747,116
1562625812257,748,125
1562625812300,749,126
1562625812336,750,125
1562625812384,751,125
1562625812415,752,125
1562625812464,753,124
1562625812500,754,125
1562625812531,755,124
1562625812575,756,124
1562625812608,757,124
1562625812655,758,124
1562625812689,759,124
1562625812737,760,124
1562625812775,761,124
1562625812814,762,125
1562625812861,763,134
1562625812882,764,134
1562625812930,765,141
1562625812961,766,149
1562625813012,767,156
1562625813045,768,171
1562625813078,769,184
1562625813120,770,200
1562625813152,771,200
1562625813203,772,203
1562625813233,773,202
1562625813276,774,200
1562625813314,775,200
1562625813347,776,162
1562625813394,777,144
1562625813425,778,134
1562625813477,779,118
1562625813509,780,128
1562625813551,781,126
1562625813598,782,124
1562625813635,783,125
1562625813674,784,150
1562625813694,785,179
1562625813747,786,200
1562625813781,787,201
1562625813823,788,202
1562625813859,789,201
1562625813906,790,201
1562625813938,791,200
1562625813971,792,201
1562625814017,793,201
1562625814053,794,196
1562625814096,795,111
1562625814129,796,125
1562625814178,797,124
1562625814212,798,122
1562625814243,799,124
1562625814289,800,124
1562625814321,801,123
1562625814370,802,124
1562625814414,803,124
1562625814459,804,125
1562625814485,805,125
1562625814520,806,125
1562625814563,807,125
1562625814595,808,129
1562625814637,809,152
1562625814674,810,172
1562625814722,811,194
1562625814754,812,201
1562625814789,813,201
1562625814834,814,196
1562625814865,815,167
1562625814911,816,125
1562625814950,817,123
1562625814994,818,125
1562625815028,819,125
1562625815073,820,125
1562625815102,821,125
1562625815138,822,129
1562625815192,823,150
1562625815240,824,180
1562625815276,825,197
1562625815311,826,201
1562625815351,827,201
1562625815382,828,138
1562625815416,829,120
1562625815462,830,118
1562625815493,831,124
1562625815538,832,123
1562625815570,833,126
1562625815621,834,125
1562625815653,835,130
1562625815686,836,160
1562625815729,837,191
1562625815761,838,202
1562625815815,839,203
1562625815848,840,202
1562625815894,841,202
1562625815926,842,203
1562625815961,843,202
1562625816014,844,204
1562625816042,845,185
1562625816090,846,123
1562625816117,847,116
1562625816162,848,125
1562625816194,849,131
1562625816228,850,118
1562625816275,851,122
1562625816307,852,124
1562625816354,853,125
1562625816387,854,133
1562625816436,855,147
1562625816468,856,171
1562625816496,857,192
1562625816549,858,201
1562625816591,859,202
1562625816626,860,201
1562625816660,861,94
1562625816706,862,115
1562625816742,863,122
1562625816773,864,113
1562625816830,865,118
1562625816880,866,125
1562625816911,867,124
1562625816935,868,124
1562625816975,869,124
1562625817019,870,126
1562625817060,871,140
1562625817092,872,142
1562625817125,873,144
1562625817174,874,145
1562625817207,875,148
1562625817251,876,155
1562625817283,877,158
1562625817332,878,163
1562625817372,879,182
1562625817400,880,197
1562625817443,881,201
1562625817477,882,201
1562625817524,883,200
1562625817556,884,200
1562625817612,885,191
1562625817652,886,182
1562625817699,887,123
1562625817718,888,113
1562625817747,889,126
1562625817796,890,126
1562625817827,891,125
1562625817875,892,124
1562625817908,893,124
1562625817956,894,124
1562625817988,895,124
1562625818022,896,124
1562625818072,897,124
1562625818104,898,125
1562625818146,899,125
1562625818179,900,125
1562625818228,901,125
1562625818260,902,133
1562625818292,903,140
1562625818343,904,151
1562625818368,905,173
1562625818415,906,186
1562625818466,907,196
1562625818518,908,201
1562625818536,909,200
1562625818569,910,190
1562625818614,911,117
1562625818654,912,130
1562625818690,913,126
1562625818723,914,126
1562625818779,915,128
1562625818812,916,155
1562625818848,917,181
1562625819772,918,203
1562625819797,919,202
1562625819815,920,202
1562625819844,921,201
1562625819868,922,191
1562625819881,923,102
1562625819896,924,113
1562625819905,925,128
1562625819922,926,124
1562625819932,927,128
1562625819946,928,125
1562625819956,929,126
1562625819966,930,145
1562625819982,931,160
1562625819994,932,174
1562625820008,933,190
1562625820023,934,200
1562625820036,935,201
1562625820048,936,201
1562625820060,937,200
1562625820080,938,192
1562625820094,939,186
1562625820111,940,183
1562625820121,941,174
1562625820131,942,120
1562625820145,943,125
1562625820159,944,124
1562625820171,945,125
1562625820184,946,124
1562625820194,947,124
1562625820205,948,124
1562625820216,949,126
1562625820231,950,161
1562625820242,951,191
1562625820256,952,201
1562625820268,953,202
1562625820293,954,203
1562625820321,955,203
1562625820358,956,202
1562625820407,957,200
1562625820439,958,188
1562625820486,959,124
1562625820517,960,127
1562625820578,961,131
1562625820612,962,116
1562625820646,963,121
1562625820680,964,126
1562625820707,965,125
1562625820757,966,125
1562625820789,967,125
1562625820840,968,124
1562625820871,969,126
1562625820902,970,133
1562625820949,971,139
1562625820980,972,127
1562625821028,973,124
1562625821064,974,124
1562625821112,975,124
1562625821143,976,126
1562625821173,977,136
1562625821220,978,160
1562625821253,979,176
1562625821305,980,191
1562625821337,981,201
1562625821396,982,200
1562625821433,983,200
1562625821468,984,201
1562625821488,985,201
1562625821527,986,200
1562625821575,987,201
1562625821610,988,199
1562625821651,989,157
1562625821687,990,120
1562625821734,991,125
1562625821766,992,125
1562625821799,993,125
1562625821844,994,125
1562625821879,995,125
1562625821926,996,124
1562625821959,997,123
1562625822007,998,125
1562625822039,999,124
1562625822076,1000,124
1562625822116,1001,126
1562625822151,1002,131
1562625822219,1003,142
1562625822250,1004,162
1562625822279,1005,177
1562625822312,1006,193
1562625822342,1007,201
1562625822391,1008,201
1562625822429,1009,201
1562625822473,1010,201
1562625822508,1011,201
1562625822552,1012,201
1562625822582,1013,193
1562625822618,1014,147
1562625822668,1015,124
1562625822699,1016,121
1562625822742,1017,121
1562625822774,1018,127
1562625822825,1019,125
1562625822857,1020,125
1562625822888,1021,125
1562625822938,1022,124
1562625822973,1023,124
1562625823042,1024,124
1562625823071,1025,124
1562625823096,1026,124
1562625823127,1027,124
1562625823159,1028,125
1562625823206,1029,137
1562625823238,1030,155
1562625823287,1031,179
1562625823319,1032,199
1562625823368,1033,201
1562625823401,1034,202
1562625823445,1035,201
1562625823482,1036,202
1562625823509,1037,201
1562625823559,1038,201
1562625823591,1039,200
1562625823640,1040,199
1562625823674,1041,125
1562625823719,1042,129
1562625823753,1043,124
1562625823785,1044,111
1562625823842,1045,128
1562625823876,1046,121
1562625823911,1047,126
1562625823945,1048,125
1562625823988,1049,124
1562625824024,1050,124
1562625824056,1051,124
1562625824108,1052,125
1562625824139,1053,129
1562625824181,1054,144
1562625824217,1055,152
1562625824266,1056,159
1562625824299,1057,166
1562625824326,1058,172
1562625824382,1059,182
1562625824412,1060,182
1562625824453,1061,186
1562625824488,1062,191
1562625824539,1063,188
1562625824573,1064,188
1562625824647,1065,188
1562625824676,1066,186
1562625824699,1067,190
1562625824726,1068,200
1562625824760,1069,201
1562625824812,1070,200
1562625824842,1071,196
1562625824888,1072,159
1562625824916,1073,123
1562625824951,1074,125
1562625825002,1075,125
1562625825037,1076,125
1562625825079,1077,124
1562625825113,1078,124
1562625825161,1079,124
1562625825191,1080,124
1562625825224,1081,128
1562625825273,1082,147
1562625825305,1083,171
1562625825352,1084,188
1562625825381,1085,199
1562625825452,1086,201
1562625825485,1087,200
1562625825517,1088,198
1562625825547,1089,164
1562625825582,1090,122
1562625825623,1091,124
1562625825655,1092,124
1562625825705,1093,124
1562625825738,1094,124
1562625825786,1095,124
1562625825818,1096,124
1562625825849,1097,124
1562625825896,1098,124
1562625825928,1099,125
1562625825982,1100,125
1562625826018,1101,128
1562625826055,1102,147
1562625826088,1103,168
1562625826123,1104,195
1562625826171,1105,201
1562625826205,1106,200
1562625826261,1107,200
1562625826296,1108,203
1562625826356,1109,200
1562625826391,1110,201
1562625826415,1111,201
1562625826443,1112,193
1562625826476,1113,91
1562625826522,1114,97
1562625826554,1115,105
1562625826587,1116,111
1562625826636,1117,126
1562625826666,1118,120
1562625826714,1119,125
1562625826755,1120,137
1562625826791,1121,150
1562625826826,1122,163
1562625826876,1123,180
1562625826907,1124,196
1562625826954,1125,199
1562625826986,1126,197
1562625827019,1127,197
1562625827066,1128,196
1562625827100,1129,156
1562625827162,1130,141
1562625827194,1131,128
1562625827225,1132,115
1562625827257,1133,126
1562625827295,1134,126
1562625827343,1135,125
1562625827372,1136,124
1562625827420,1137,124
1562625827455,1138,124
1562625827500,1139,124
1562625827528,1140,125
1562625827557,1141,125
1562625827614,1142,128
1562625827648,1143,139
1562625827690,1144,155
1562625827721,1145,164
1562625827771,1146,161
1562625827803,1147,156
1562625827836,1148,154
1562625827884,1149,151
1562625827915,1150,152
1562625827980,1151,153
1562625828013,1152,149
1562625828045,1153,145
1562625828077,1154,147
1562625828107,1155,149
1562625828159,1156,147
1562625828187,1157,156
1562625828234,1158,164
1562625828266,1159,168
1562625828317,1160,172
1562625828351,1161,177
1562625828402,1162,179
1562625828433,1163,182
1562625828463,1164,186
1562625828508,1165,190
1562625828540,1166,188
1562625828588,1167,193
1562625828631,1168,193
1562625828662,1169,193
1562625828702,1170,194
1562625828742,1171,197
1562625828804,1172,198
1562625828836,1173,192
1562625828859,1174,181
1562625828891,1175,171
1562625828938,1176,153
1562625828970,1177,129
1562625829003,1178,126
1562625829052,1179,139
1562625829087,1180,153
1562625829129,1181,168
1562625829166,1182,168
1562625829210,1183,159
1562625829245,1184,153
1562625829277,1185,151
1562625829323,1186,142
1562625829356,1187,145
1562625829405,1188,154
1562625829439,1189,153
1562625829482,1190,153
1562625829515,1191,151
1562625829578,1192,150
1562625829608,1193,147
1562625829642,1194,147
1562625829675,1195,146
1562625829708,1196,142
1562625829755,1197,132
1562625829787,1198,131
1562625829820,1199,134
1562625829868,1200,136
1562625829900,1201,135
1562625829947,1202,148
1562625829983,1203,164
1562625830025,1204,174
1562625830056,1205,179
1562625830109,1206,185
1562625830141,1207,190
1562625830172,1208,195
1562625830219,1209,196
1562625830252,1210,191
1562625830299,1211,175
1562625830334,1212,172
1562625830397,1213,174
1562625830436,1214,176
1562625830458,1215,179
1562625830491,1216,180
1562625830521,1217,178
1562625830572,1218,179
1562625830605,1219,175
1562625830652,1220,174
1562625830684,1221,168
1562625830719,1222,142
1562625830769,1223,133
1562625830797,1224,124
1562625830840,1225,124
1562625830875,1226,124
1562625830924,1227,124
1562625830956,1228,124
1562625830999,1229,124
1562625831035,1230,124
1562625831067,1231,124
1562625831115,1232,124
1562625831154,1233,124
1562625831211,1234,125
1562625831242,1235,127
1562625831275,1236,130
1562625831316,1237,134
1562625831347,1238,137
1562625831389,1239,139
1562625831421,1240,140
1562625831466,1241,139
1562625831502,1242,137
1562625831549,1243,134
1562625831582,1244,140
1562625831619,1245,144
1562625831663,1246,150
1562625831693,1247,155
1562625831741,1248,159
1562625831773,1249,166
1562625831820,1250,172
1562625831853,1251,180
1562625831885,1252,197
1562625831927,1253,200
1562625831975,1254,201
1562625832033,1255,201
1562625832072,1256,201
1562625832092,1257,200
1562625832121,1258,201
1562625832158,1259,197
1562625832208,1260,181
1562625832243,1261,113
1562625832286,1262,128
1562625832318,1263,128
1562625832369,1264,126
1562625832398,1265,124
1562625832440,1266,124
1562625832483,1267,124
1562625832515,1268,124
1562625832557,1269,129
1562625832589,1270,141
1562625832638,1271,159
1562625832676,1272,180
1562625832718,1273,193
1562625832749,1274,200
1562625832797,1275,197
1562625832848,1276,197
1562625832870,1277,187
1562625832905,1278,112
1562625832944,1279,128
1562625832989,1280,117
1562625833022,1281,122
1562625833053,1282,124
1562625833105,1283,124
1562625833137,1284,125
1562625833181,1285,142
1562625833221,1286,158
1562625833264,1287,174
1562625833297,1288,196
1562625833323,1289,201
1562625833369,1290,200
1562625833409,1291,192
1562625833452,1292,182
1562625833487,1293,127
1562625833534,1294,123
1562625833570,1295,125
1562625833614,1296,124
1562625833670,1297,124
1562625833690,1298,124
1562625833721,1299,124
1562625833757,1300,124
1562625833804,1301,125
1562625833838,1302,133
1562625833884,1303,141
1562625833917,1304,145
1562625833950,1305,151
1562625834000,1306,155
1562625834033,1307,158
1562625834081,1308,164
1562625834115,1309,165
1562625834157,1310,166
1562625834190,1311,167
1562625834222,1312,169
1562625834269,1313,172
1562625834305,1314,172
1562625834352,1315,174
1562625834386,1316,175
1562625834445,1317,178
1562625834479,1318,183
1562625834500,1319,195
1562625834543,1320,199
1562625834570,1321,201
1562625834620,1322,203
1562625834654,1323,202
1562625834702,1324,200
1562625834731,1325,201
1562625834767,1326,201
1562625834815,1327,197
1562625834846,1328,191
1562625834892,1329,183
1562625834926,1330,174
1562625834975,1331,156
1562625835008,1332,149
1562625835040,1333,147
1562625835086,1334,155
1562625835119,1335,161
1562625835167,1336,162
1562625835196,1337,161
1562625835251,1338,151
1562625835297,1339,133
1562625835317,1340,124
1562625835358,1341,124
1562625835390,1342,127
1562625835442,1343,125
1562625835474,1344,125
1562625835519,1345,126
1562625835551,1346,124
1562625835601,1347,124
1562625835632,1348,125
1562625835658,1349,125
1562625835711,1350,124
1562625835750,1351,123
1562625835790,1352,125
1562625835824,1353,125
1562625835873,1354,126
1562625835904,1355,131
1562625835937,1356,130
1562625835984,1357,125
1562625836029,1358,125
1562625836075,1359,124
1562625836113,1360,124
1562625836142,1361,125
